Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
10000,1.07654,17.875739644970412,-1.6381553,-9.332400832376857,-9.332400832376857,24.173853,0.06489525,0.00029844805,0.19948268,0.0049741855,1.0
20000,0.94072753,42.768115942028984,-2.9256961,-8.700947254896164,-8.700947254896164,8.558742,0.068564564,0.00029563927,0.19854642,0.0049274666,1.0
30000,0.7027196,99.08235294117647,-3.4236765,-6.552158655270057,-6.552158655270057,3.157879,0.06515043,0.0002924885,0.19749616,0.0048750583,1.0
40000,0.5575616,235.3095238095238,-2.7415311,0.5487501756066367,0.5487501756066367,2.1061943,0.06782414,0.0002893523,0.19645074,0.0048228926,1.0
50000,0.4608673,227.47368421052633,-1.9002264,-1.0067689119814298,-1.0067689119814298,2.0514548,0.06612034,0.00028650826,0.19550274,0.0047755875,1.0
60000,0.38962582,289.11764705882354,-1.032004,2.628735560595113,2.628735560595113,1.4561998,0.07043066,0.0002836562,0.19455206,0.0047281473,1.0
70000,0.34247643,280.4117647058824,-0.37276843,4.841882637099308,4.841882637099308,1.7480549,0.06612324,0.00028054343,0.1935145,0.0046763727,1.0
80000,0.29095626,300.85714285714283,0.31475484,8.41804306081363,8.41804306081363,1.5088618,0.07647025,0.0002773892,0.19246307,0.004623907,1.0
90000,0.33308405,313.55555555555554,1.0382919,8.54731453295265,8.54731453295265,1.3676035,0.07071409,0.00027426312,0.19142106,0.00457191,1.0
100000,0.29908845,323.9655172413793,1.4709237,7.534783596048753,7.534783596048753,1.3936977,0.06926857,0.0002714425,0.19048083,0.004524993,1.0
110000,0.2987391,328.40625,1.5430595,4.396078407531604,4.396078407531604,1.046401,0.06792774,0.00026859084,0.18953028,0.004477561,1.0
120000,0.29120594,308.4193548387097,1.7939945,8.679242206196632,8.679242206196632,1.5039799,0.06954696,0.00026543977,0.18847992,0.0044251485,1.0
130000,0.17546001,317.15625,1.8083549,7.29956273897551,7.29956273897551,1.3573698,0.07142055,0.00026228835,0.18742944,0.004372729,1.0
140000,0.13297877,320.2068965517241,1.8812164,10.457017536692579,10.457017536692579,1.3906614,0.06440096,0.00025947078,0.18649027,0.0043258634,1.0
150000,0.120252185,354.43333333333334,2.0927818,8.696083574121197,8.696083574121197,0.774265,0.06808214,0.00025664567,0.18554854,0.0042788717,1.0
160000,0.06943639,316.7741935483871,2.1447797,8.98114544802135,8.98114544802135,1.2997881,0.06691193,0.0002535049,0.18450162,0.004226631,1.0
170000,0.06267793,308.09375,2.2586815,9.400453459704295,9.400453459704295,1.3682142,0.063553706,0.0002503743,0.1834581,0.004174559,1.0
180000,0.056939535,357.7037037037037,2.3821404,8.715444738804191,8.715444738804191,0.6853002,0.069867015,0.00024752883,0.1825096,0.004127229,1.0
190000,0.0641802,315.59375,2.3717628,11.900145455353684,11.900145455353684,1.1682364,0.06751445,0.00024470297,0.18156764,0.0040802252,1.0
200000,0.037784487,330.0,2.564387,11.540965890961475,11.540965890961475,0.8654698,0.06773987,0.00024157294,0.1805243,0.004028162,1.0
210000,0.029492766,329.0,2.5132413,7.092844062834047,7.092844062834047,1.1484241,0.06863093,0.00023843026,0.17947674,0.0039758887,1.0
